series_id,element,parent_smiles,halogen_count,cid
S0014,Cl,C1=CC2CCC1C2,4,129655934
S0014,Cl,C1=CC2CCC1C2,5,129762233
S0014,Cl,C1=CC2CCC1C2,6,88790212
S0014,Cl,C1=CC2CCC1C2,7,53777141
S0014,Cl,C1=CC2CCC1C2,8,21677590
S0014,Cl,C1=CC2CCC1C2,9,21674301
S0014,Cl,C1=CC2CCC1C2,10,21720555
S0015,Cl,C1=CCCCC1,1,94659766
S0015,Cl,C1=CCCCC1,2,20523448
S0015,Cl,C1=CCCCC1,3,131093210
S0015,Cl,C1=CCCCC1,4,12914042
S0015,Cl,C1=CCCCC1,5,102322793
S0015,Cl,C1=CCCCC1,6,21116818
S0015,Cl,C1=CCCCC1,7,129724588
S0015,Cl,C1=CCCCC1,8,129641949
S0015,Cl,C1=CCCCC1,9,87170390
S0015,Cl,C1=CCCCC1,10,22011457
S0016,Cl,C1CCCC1,1,70252
S0016,Cl,C1CCCC1,2,139749
S0016,Cl,C1CCCC1,3,220163
S0016,Cl,C1CCCC1,4,43086
S0016,Cl,C1CCCC1,5,140984640
S0016,Cl,C1CCCC1,6,24180698
S0016,Cl,C1CCCC1,7,54076261
S0016,Cl,C1CCCC1,8,54241420
S0016,Cl,C1CCCC1,9,53871865
S0016,Cl,C1CCCC1,10,14619511
S0017,Cl,C1CCCCC1,1,10952
S0017,Cl,C1CCCCC1,2,519304
S0017,Cl,C1CCCCC1,3,12211416
S0017,Cl,C1CCCCC1,4,17821861
S0017,Cl,C1CCCCC1,5,590269
S0017,Cl,C1CCCCC1,6,727
S0017,Cl,C1CCCCC1,7,23183353
S0017,Cl,C1CCCCC1,8,54362241
S0017,Cl,C1CCCCC1,9,53824613
S0017,Cl,C1CCCCC1,10,54203962
S0017,Cl,C1CCCCC1,11,53697016
S0017,Cl,C1CCCCC1,12,13742955
S0018,Cl,C=CCCC,1,139176
S0018,Cl,C=CCCC,2,22151190
S0018,Cl,C=CCCC,3,520282
S0018,Cl,C=CCCC,4,56994205
S0018,Cl,C=CCCC,5,88446730
S0018,Cl,C=CCCC,6,54097734
S0018,Cl,C=CCCC,7,131860660
S0018,Cl,C=CCCC,8,22104954
S0018,Cl,C=CCCC,9,251050
S0018,Cl,C=CCCC,10,22011467
S0019,Cl,CC.CC,1,21506482
S0019,Cl,CC.CC,2,20449178
S0019,Cl,CC.CC,3,88837562
S0019,Cl,CC.CC,4,87695156
S0019,Cl,CC.CC,5,22041956
S0019,Cl,CC.CC,6,88366880
S0019,Cl,CC.CC,7,158297394
S0019,Cl,CC.CC,8,23424235
S0019,Cl,CC.CC,9,88847739
S0019,Cl,CC.CC,10,88630097
S0019,Cl,CC.CC,11,88757235
S0019,Cl,CC.CC,12,87157720
S0020,Cl,CC12CCC(CC1)C2(C)C,1,57127776
S0020,Cl,CC12CCC(CC1)C2(C)C,2,6451629
S0020,Cl,CC12CCC(CC1)C2(C)C,3,129641665
S0020,Cl,CC12CCC(CC1)C2(C)C,4,129641679
S0020,Cl,CC12CCC(CC1)C2(C)C,5,91241328
S0020,Cl,CC12CCC(CC1)C2(C)C,6,101056609
S0020,Cl,CC12CCC(CC1)C2(C)C,7,101037491
S0020,Cl,CC12CCC(CC1)C2(C)C,8,91751012
S0020,Cl,CC12CCC(CC1)C2(C)C,9,91751006
S0020,Cl,CC12CCC(CC1)C2(C)C,10,101103520
S0021,Cl,CCCC,1,6563
S0021,Cl,CCCC,2,24884308
S0021,Cl,CCCC,3,114483
S0021,Cl,CCCC,4,114482
S0021,Cl,CCCC,5,101713842
S0021,Cl,CCCC,6,15153140
S0021,Cl,CCCC,7,37024
S0021,Cl,CCCC,8,85728746
S0021,Cl,CCCC,9,30656
S0021,Cl,CCCC,10,638091
S0022,Cl,CCCCC,1,24884244
S0022,Cl,CCCCC,2,141934
S0022,Cl,CCCCC,3,54392332
S0022,Cl,CCCCC,4,12518324
S0022,Cl,CCCCC,5,129813699
S0022,Cl,CCCCC,6,154316015
S0022,Cl,CCCCC,7,20334709
S0022,Cl,CCCCC,8,21946200
S0022,Cl,CCCCC,9,154402767
S0022,Cl,CCCCC,10,129729536
S0022,Cl,CCCCC,11,154129173
S0022,Cl,CCCCC,12,14664678
S0023,Cl,CCCCCC,1,86308648
S0023,Cl,CCCCCC,2,143356
S0023,Cl,CCCCCC,3,87330496
S0023,Cl,CCCCCC,4,154735134
S0023,Cl,CCCCCC,5,11086439
S0023,Cl,CCCCCC,6,19937650
S0023,Cl,CCCCCC,7,53880280
S0023,Cl,CCCCCC,8,18678830
S0023,Cl,CCCCCC,9,19861660
S0023,Cl,CCCCCC,10,119097624
S0023,Cl,CCCCCC,11,53971307
S0023,Cl,CCCCCC,12,123903290
S0023,Cl,CCCCCC,13,53995263
S0023,Cl,CCCCCC,14,55063
S0024,Cl,CCCCCCC,1,86308655
S0024,Cl,CCCCCCC,2,21572614
S0024,Cl,CCCCCCC,3,13074962
S0024,Cl,CCCCCCC,4,13074964
S0024,Cl,CCCCCCC,5,90250206
S0024,Cl,CCCCCCC,6,57173361
S0024,Cl,CCCCCCC,7,22465495
S0024,Cl,CCCCCCC,8,23269007
S0024,Cl,CCCCCCC,9,154116630
S0024,Cl,CCCCCCC,10,10895551
S0024,Cl,CCCCCCC,11,149625373
S0024,Cl,CCCCCCC,12,53873322
S0025,Cl,CCCCCCCCCC,1,525055
S0025,Cl,CCCCCCCCCC,2,19994009
S0025,Cl,CCCCCCCCCC,3,12716475
S0025,Cl,CCCCCCCCCC,4,89873425
S0025,Cl,CCCCCCCCCC,5,129824122
S0025,Cl,CCCCCCCCCC,6,22833489
S0025,Cl,CCCCCCCCCC,7,129824124
S0025,Cl,CCCCCCCCCC,8,129824117
S0025,Cl,CCCCCCCCCC,9,129824119
S0025,Cl,CCCCCCCCCC,10,85773456
S0025,Cl,CCCCCCCCCC,11,154279938
S0026,Cl,CCCCCCCCCCC,1,53798567
S0026,Cl,CCCCCCCCCCC,2,85713381
S0026,Cl,CCCCCCCCCCC,3,57302740
S0026,Cl,CCCCCCCCCCC,4,98060820
S0026,Cl,CCCCCCCCCCC,5,44154395
S0026,Cl,CCCCCCCCCCC,6,92177966
S0026,Cl,CCCCCCCCCCC,7,170849896
S0026,Cl,CCCCCCCCCCC,8,129359891
S0026,Cl,CCCCCCCCCCC,9,132541096
S0026,Cl,CCCCCCCCCCC,10,85773457
S0027,Cl,CCCCCCCO,1,13602064
S0027,Cl,CCCCCCCO,2,19097834
S0027,Cl,CCCCCCCO,3,88152958
S0027,Cl,CCCCCCCO,4,141280809
S0027,Cl,CCCCCCCO,5,141280859
S0027,Cl,CCCCCCCO,6,141280840
S0027,Cl,CCCCCCCO,7,141280868
S0027,Cl,CCCCCCCO,8,141280896
S0027,Cl,CCCCCCCO,9,141280893
S0027,Cl,CCCCCCCO,10,141280877
S0027,Cl,CCCCCCCO,11,141280802
S0027,Cl,CCCCCCCO,12,141280842
S0028,Cl,CCCCCCO,1,21567848
S0028,Cl,CCCCCCO,2,86287480
S0028,Cl,CCCCCCO,3,20492603
S0028,Cl,CCCCCCO,4,15437340
S0028,Cl,CCCCCCO,5,141280894
S0028,Cl,CCCCCCO,6,141742453
S0028,Cl,CCCCCCO,7,141280800
S0028,Cl,CCCCCCO,8,141280796
S0028,Cl,CCCCCCO,9,141280819
S0028,Cl,CCCCCCO,10,21923623
S0028,Cl,CCCCCCO,11,141280846
S0028,Cl,CCCCCCO,12,87603621
S0028,Cl,CCCCCCO,13,54073964
S0029,Cl,CCOCC,1,92170495
S0029,Cl,CCOCC,2,13572196
S0029,Cl,CCOCC,3,164718
S0029,Cl,CCOCC,4,129986210
S0029,Cl,CCOCC,5,59653290
S0029,Cl,CCOCC,6,59509888
S0029,Cl,CCOCC,7,141565625
S0029,Cl,CCOCC,8,260911
S0029,Cl,CCOCC,9,3410063
S0029,Cl,CCOCC,10,292095
S0030,Cl,Cc1cc(C)cc(C)c1,1,137700
S0030,Cl,Cc1cc(C)cc(C)c1,2,524312
S0030,Cl,Cc1cc(C)cc(C)c1,3,524335
S0030,Cl,Cc1cc(C)cc(C)c1,4,98117504
S0030,Cl,Cc1cc(C)cc(C)c1,5,287017
S0030,Cl,Cc1cc(C)cc(C)c1,6,41964
S0030,Cl,Cc1cc(C)cc(C)c1,7,23269131
S0030,Cl,Cc1cc(C)cc(C)c1,8,23269130
S0030,Cl,Cc1cc(C)cc(C)c1,9,15145964
S0030,Cl,Cc1cc(C)cc(C)c1,10,85888890
S0030,Cl,Cc1cc(C)cc(C)c1,11,54289447
S0030,Cl,Cc1cc(C)cc(C)c1,12,85801687
S0031,Cl,Cc1cccc(C)c1,1,523153
S0031,Cl,Cc1cccc(C)c1,2,524342
S0031,Cl,Cc1cccc(C)c1,3,20543440
S0031,Cl,Cc1cccc(C)c1,4,154096703
S0031,Cl,Cc1cccc(C)c1,5,101286855
S0031,Cl,Cc1cccc(C)c1,6,57002035
S0031,Cl,Cc1cccc(C)c1,7,12341807
S0031,Cl,Cc1cccc(C)c1,8,12341816
S0031,Cl,Cc1cccc(C)c1,9,20363901
S0031,Cl,Cc1cccc(C)c1,10,14786582
S0032,Cl,Cc1ccccc1C,1,11093
S0032,Cl,Cc1ccccc1C,2,185652
S0032,Cl,Cc1ccccc1C,3,76854
S0032,Cl,Cc1ccccc1C,4,102267498
S0032,Cl,Cc1ccccc1C,5,101286838
S0032,Cl,Cc1ccccc1C,6,14251434
S0032,Cl,Cc1ccccc1C,7,102267490
S0032,Cl,Cc1ccccc1C,8,21252146
S0032,Cl,Cc1ccccc1C,9,172680427
S0032,Cl,Cc1ccccc1C,10,21447728
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,1,139791121
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,2,139791112
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,3,139791069
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,4,139791087
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,5,139791108
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,6,139791065
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,7,139791099
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,8,139791088
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,9,139791045
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,10,139791079
S0033,Cl,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,11,139791057
S0034,Cl,Oc1ccccc1.Oc1ccccc1,1,18778934
S0034,Cl,Oc1ccccc1.Oc1ccccc1,2,159923671
S0034,Cl,Oc1ccccc1.Oc1ccccc1,3,67914932
S0034,Cl,Oc1ccccc1.Oc1ccccc1,4,132089595
S0034,Cl,Oc1ccccc1.Oc1ccccc1,5,158916432
S0034,Cl,Oc1ccccc1.Oc1ccccc1,6,118114105
S0034,Cl,Oc1ccccc1.Oc1ccccc1,7,175170154
S0034,Cl,Oc1ccccc1.Oc1ccccc1,8,161013295
S0034,Cl,Oc1ccccc1.Oc1ccccc1,9,20570579
S0034,Cl,Oc1ccccc1.Oc1ccccc1,10,87813717
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,1,76973336
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,2,132608290
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,3,101222312
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,4,12406177
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,5,12503868
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,6,172638680
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,7,171371358
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,8,13628980
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,9,172638679
S0035,Cl,[13cH]1[13cH][13cH][13c](-[13c]2[13cH][13cH][13cH][13cH][13cH]2)[13cH][13cH]1,10,12334446
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,1,36730
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,2,128946
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,3,85873591
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,4,20495030
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,5,19835659
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,6,5011423
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,7,85873672
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,8,85873503
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,9,85873552
S0036,Cl,c1cc2ccc3cccc4ccc(c1)c2c34,10,15894973
S0037,Cl,c1ccc(-c2ccccc2)cc1,1,16322
S0037,Cl,c1ccc(-c2ccccc2)cc1,2,36980
S0037,Cl,c1ccc(-c2ccccc2)cc1,3,37247
S0037,Cl,c1ccc(-c2ccccc2)cc1,4,63104
S0037,Cl,c1ccc(-c2ccccc2)cc1,5,50099
S0037,Cl,c1ccc(-c2ccccc2)cc1,6,40471
S0037,Cl,c1ccc(-c2ccccc2)cc1,7,91723
S0037,Cl,c1ccc(-c2ccccc2)cc1,8,36327
S0037,Cl,c1ccc(-c2ccccc2)cc1,9,40484
S0037,Cl,c1ccc(-c2ccccc2)cc1,10,16318
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,1,160085907
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,2,18619102
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,3,70134960
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,4,157463377
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,5,67652194
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,6,161808695
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,7,23424159
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,8,159276361
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,9,23424158
S0038,Cl,c1ccc(-c2ccccc2)cc1.c1ccc(-c2ccccc2)cc1,10,88066439
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,1,179581
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,2,67124931
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,3,91331181
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,4,85848605
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,5,86237644
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,6,178780
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,7,178781
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,8,10097692
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,9,56842554
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,10,188412
S0039,Cl,c1ccc(-c2ccccc2-c2ccccc2)cc1,11,181738
S0040,Cl,c1ccc(Oc2ccccc2)cc1,1,75900
S0040,Cl,c1ccc(Oc2ccccc2)cc1,2,13644001
S0040,Cl,c1ccc(Oc2ccccc2)cc1,3,92379
S0040,Cl,c1ccc(Oc2ccccc2)cc1,4,93345
S0040,Cl,c1ccc(Oc2ccccc2)cc1,5,14923282
S0040,Cl,c1ccc(Oc2ccccc2)cc1,6,189459
S0040,Cl,c1ccc(Oc2ccccc2)cc1,7,72941661
S0040,Cl,c1ccc(Oc2ccccc2)cc1,8,72941908
S0040,Cl,c1ccc(Oc2ccccc2)cc1,9,177866
S0040,Cl,c1ccc(Oc2ccccc2)cc1,10,35876
S0041,Cl,c1ccc(SSc2ccccc2)cc1,1,164579368
S0041,Cl,c1ccc(SSc2ccccc2)cc1,2,233482
S0041,Cl,c1ccc(SSc2ccccc2)cc1,3,134880246
S0041,Cl,c1ccc(SSc2ccccc2)cc1,4,2735516
S0041,Cl,c1ccc(SSc2ccccc2)cc1,5,140468437
S0041,Cl,c1ccc(SSc2ccccc2)cc1,6,57292826
S0041,Cl,c1ccc(SSc2ccccc2)cc1,7,87271255
S0041,Cl,c1ccc(SSc2ccccc2)cc1,8,13558569
S0041,Cl,c1ccc(SSc2ccccc2)cc1,9,87271155
S0041,Cl,c1ccc(SSc2ccccc2)cc1,10,89716
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,1,17300
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,2,101371792
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,3,131857991
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,4,283698
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,5,140007234
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,6,71337191
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,7,89394686
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,8,13449431
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,9,13449433
S0042,Cl,c1ccc2c(c1)Cc1ccccc1-2,10,12857333
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,1,3013936
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,2,42954
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,3,123201688
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,4,87763294
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,5,85669458
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,6,86126859
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,7,85746737
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,8,123878377
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,9,91804173
S0043,Cl,c1ccc2c(c1)ccc1ccccc12,10,605342
S0044,Cl,c1ccc2cc3ccccc3cc2c1,1,28308
